,basin_id,NSE_LSTM_135,NSE_CNN_LSTM_135,NSE_Transformer_CNN_135,NSE_LSTM_2_17775252_135,NSE_LSTM_6_17775252_135,NSE_LSTM_8_17775252_135,NSE_LSTM_5_17775252_135,NSE_LSTM_7_17775252_135,NSE_LSTM_4_17775252_135,NSE_LSTM_3_17775252_135,NSE_LSTM_1_17775252_135,NSE_CNN_LSTM_1_17782018_135,NSE_CNN_LSTM_3_17782018_135,NSE_CNN_LSTM_2_17782018_135,NSE_CNN_LSTM_1_17828539_135,NSE_CNN_LSTM_1_17832148_135,NSE_CNN_LSTM_1_17837642_135,NSE_CNN_LSTM_3_17837642_135,NSE_CNN_LSTM_2_17837642_135,NSE_Transformer_CNN_2_18299261_135,NSE_Transformer_CNN_1_18299261_135,NSE_Transformer_CNN_5_18299261_135,NSE_Transformer_CNN_4_18299261_135,NSE_Transformer_CNN_3_18299261_135,NSE_Transformer_CNN_1_18345948_135,NSE_Transformer_CNN_3_18345948_135,NSE_Transformer_CNN_2_18345948_135,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,huc_02,gauge_name,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99,mann_whitney_test_res,label
0,1013500,0.8722892474325065,0.8911557383313917,0.860383864178033,0.8736536375159729,0.835584317520503,0.9049214950046084,0.856340565996914,0.8939874551364385,0.8763289566692528,0.8859979029104034,0.8514996487059585,0.865732140299195,0.9198076988968084,0.8747878561657124,0.8911375646233314,0.8938514654392744,0.8734434962701731,0.9103722442853676,0.9001134406712715,0.823713432017859,0.8892596156585255,0.8763599332510786,0.8802890858911487,0.8046004349397956,0.8683227794414276,0.8446527565419545,0.8958728756824752,3.12667898699521,1.97155451060917,0.187940258706929,0.313440357191799,0.63055865946247,12.95,1.34895833333333,son,202.2,3.4271186440678,mam,Siliciclastic sedimentary rocks,0.815904446815535,Basic volcanic rocks,0.179729452382194,0.0,0.1714,-14.7019,1.69915450753356,0.543437466590222,1.52821853538976,0.585225955779508,1.84532416164806,0.241106126475711,6.37302139711473,6.1,8.71428571428571,41.35,20.1707317073171,0.0,207.25,1,"Fish River near Fort Kent, Maine",7.40476190476191,1.24840792462702,0.461148751156712,1.10652247617283,0.558054827184396,27.8418272885233,55.1569400320784,16.2757317233653,5.37669779045723,0.40871676450827,0.0,47.23739,-68.58264,250.31,21.64152,2252.7,2303.95,0.9063,4.1673039455613,3.34073185949204,0.804567420071824,0.37164816263051,0.883451918625571,    Mixed Forests,,,0.6453768453768453,-0.011905383254473434
1,1030500,0.8562125780692136,0.8674023600009797,0.8665466106074837,0.8442613384175108,0.9052449776021224,0.8322004741038254,0.8818028772801244,0.8342055404127012,0.8397584760781296,0.8611785247849393,0.8510484158743561,0.8579603868626156,0.8588773355628018,0.8952991456393059,0.877037094516568,0.8440078182456369,0.8746888154746199,0.8739146389698697,0.857433644736419,0.8396049578649875,0.8751131445299355,0.8624743060997426,0.8990475769482426,0.8963874654571187,0.8500249693910574,0.8320836796742634,0.8776367848945219,3.2744052019165,2.04359356605065,0.0473581892739792,0.27701840295357,0.624111385131731,17.15,1.20774647887324,son,215.6,3.51426242868786,djf,Siliciclastic sedimentary rocks,0.573305400935238,Metamorphics,0.287010005606611,0.0521400935487284,0.1178,-14.4918,1.82010754402741,0.555858982560286,1.87111040605632,0.508440712580478,1.37750520315631,0.107149196809004,6.85488650393008,12.25,7.20588235294118,89.25,19.4021739130435,0.0,184.9,1,"Mattawamkeag River near Mattawamkeag, Maine",19.0114143920596,1.46136319457164,0.459090984473127,1.28980734614748,0.653019780703995,32.2354584281651,51.7791822486715,14.7768237774889,1.63434486166016,1.33027758793988,0.0220161021434411,45.50097,-68.30596,143.8,12.79195,3676.17,3676.09,0.8782,4.68519971859885,3.66554296378545,0.858502041122509,0.35139338964903,0.975257985818668,    Mixed Forests,,,0.5737373737373737,0.010334032538270144
2,1144000,0.6893612507557362,0.6903868020311815,0.7827093310068788,0.6861767386683935,0.5823741528297317,0.7822008759812067,0.6602890068052458,0.7189326598910128,0.7362083662121912,0.7290315250083199,0.6196766806497884,0.7287382009255428,0.6589324653251034,0.634400938410407,0.7019411129391745,0.7620095377292769,0.6919900616712003,0.6483767513560512,0.6967053478926959,0.7683140411881555,0.7375674372453856,0.7960464776029933,0.8335758249483245,0.805362241869355,0.8043097047124959,0.747095209047526,0.769403711440795,3.42085968514716,2.15774034223135,0.191150163759349,0.248466348504845,0.630759674709817,19.05,1.13392857142857,jja,225.15,3.3159057437408,mam,Metamorphics,0.663469277959176,Carbonate sedimentary rocks,0.323706719607693,0.323706719607693,0.0273,-13.3802,1.85875508846547,0.543359055776503,1.51948227493782,0.562748926856317,1.7290262095036,0.237791661970178,5.98305687416918,5.8,1.8125,42.0,10.1204819277108,0.0,181.5,1,"WHITE RIVER AT WEST HARTFORD, VT",2.10679945054945,1.34878670352828,0.436028932200058,1.87662441419059,0.566679605826184,44.9595193026269,41.2575310065033,13.0823952320539,0.0,0.0,0.532835430016436,43.71424,-72.41815,459.8,60.29261,1790.24,1780.65,0.9813,5.16403445079923,4.4950812735625,0.89722156778609,0.492946826571639,0.731155976555125,    Deciduous Broadleaf Forest,0.196029823450306,1.97766994993881,0.0018648018648018648,0.0933480802511426
3,1543500,0.7806499963430954,0.7817623900104631,0.8052237332406625,0.7672263026226285,0.8367471802850704,0.7441478419643652,0.7949448913028301,0.7366144857949337,0.7847912426546452,0.7733141717874427,0.8074138543328472,0.7870343241320882,0.7573472217212662,0.7935232100171233,0.7925191300539208,0.7742645283027809,0.8034381114726661,0.7708746210988366,0.7750979732850216,0.7920439783642013,0.855045242903729,0.8216918538127058,0.7748234413928304,0.7931377130285843,0.8152054340714161,0.7729204321163012,0.8169217702355329,3.40892950034223,2.2839264476386,0.17043837870638,0.181653610941671,0.669983479391203,17.1,1.0926517571885,jja,210.65,3.02223816355811,son,Siliciclastic sedimentary rocks,1.0,,0.0,0.0,0.2146,-14.3537,1.63054821091537,0.478316788526037,1.79669094630527,0.482957364176171,2.05031436983567,0.0619121498260637,5.67940787737757,8.45,2.13924050632911,89.8,15.7543859649123,0.0,163.75,2,"Sinnemahoning Creek at Sinnemahoning, PA",1.02002145155524,1.45589777697631,0.448123662955262,1.35318826389979,0.635270958656151,35.5933999168277,47.2992408538476,17.1181328725411,0.0,0.0,0.0,41.31728,-78.10306,547.44,31.28232,1778.26,1778.96,0.9878,5.1234237427107,4.57016349068812,0.894548372499437,0.524107205458267,0.99501174355862,    Deciduous Broadleaf Forest,0.189950117435563,1.99750587177912,0.1605283605283605,0.024573736897567144
4,1548500,0.7411418568746526,0.7532884912818891,0.7680483130001106,0.7361170561389021,0.7923619262064598,0.7318079654390321,0.7656734790017298,0.6961182466159488,0.7451225985187658,0.7275261692513618,0.7344074138250212,0.7565883304627378,0.7163741711444964,0.7966414041555145,0.7503468194039954,0.7209105617944012,0.7812430712724452,0.7745928801070303,0.7296106919144916,0.7296822553879037,0.7977040151163011,0.7933709765093963,0.7458479442328798,0.7647383729076822,0.7936235899240882,0.7488137091322242,0.7706056407904093,3.15334565366188,2.27178221765914,0.179163892505052,0.202088630482319,0.720435520609989,18.1,1.12074303405573,jja,221.0,3.17757009345794,son,Siliciclastic sedimentary rocks,1.0,,0.0,0.0,0.2004,-14.8083,1.43544359605518,0.455212892499828,1.72819889426657,0.494162982650303,1.10720797436017,0.0848496062808742,5.01241192659239,8.9,2.50704225352113,88.7,16.4259259259259,0.0,162.2,2,"Pine Creek at Cedar Run, PA",1.02956662616444,1.33911099166599,0.455161394937659,1.22172520254708,0.571262014211426,29.4829323471052,50.4513237517423,14.6721930313455,0.0,0.0,5.47929869957453,41.52174,-77.44748,546.71,39.14167,1557.05,1557.98,0.9866,4.78009863302879,4.23528190042025,0.876758810038773,0.508506796279639,0.86238249316826,    Deciduous Broadleaf Forest,0.188623824931664,1.93119124658398,0.04988344988344988,0.026906456125457945
5,1552000,0.7132272744950702,0.7236677905457432,0.7406324527503962,0.7078333441861975,0.784502214576174,0.6533141760923515,0.7189111870485396,0.7016998368256355,0.6979541803764991,0.7003374470771762,0.7412658097779883,0.7401679643965192,0.7084735888363884,0.7587038437674,0.7454504193445048,0.6786785080482223,0.7423521412300902,0.7193512047682906,0.6961646539745288,0.722257457591901,0.7572880816508758,0.7256547234997432,0.7167275820700547,0.7658540791249719,0.7488391396085881,0.7555320227122705,0.7329065357447648,3.47699794661191,2.31166417522245,0.153983558785624,0.17305912288721,0.664844849124805,18.55,1.17034700315457,son,224.9,3.40757575757576,son,Siliciclastic sedimentary rocks,1.0,,0.0,0.0,0.2093,-14.4365,1.71924967115064,0.494463815495184,1.6708611448027,0.51054949836829,1.21432539065678,0.110470524593391,5.45854356814401,6.35,1.71621621621622,67.15,13.2970297029703,0.0,150.15,2,"Loyalsock Creek at Loyalsockville, PA",3.89556428972487,1.45498701460431,0.45126146279684,1.33282134068244,0.628217324546618,33.4436347776731,50.0495184257044,15.4181241654977,0.0,0.0,1.17133395519173,41.32508,-76.91246,461.43,37.27533,1129.49,1129.55,0.9911,4.96915477942079,4.3762242388389,0.885104673046246,0.486873809555214,0.945647482034736,    Deciduous Broadleaf Forest,0.189456474820332,1.97282374101724,0.04988344988344988,0.027405178255326068
6,1606500,0.6943727482688749,0.6495837428192557,0.665837922515182,0.6829210614262113,0.7089873326500631,0.7203793484876009,0.7181710654469675,0.6999328288044008,0.6734342817958845,0.6459481345276179,0.7052079330122517,0.7627940362302637,0.4852293997116441,0.7385579398527833,0.571724069594435,0.7423260544955934,0.6552164336121589,0.5470628253198762,0.693759183737291,0.727666918735427,0.7110722536837151,0.7031671758083713,0.6837590773082564,0.6523979753380966,0.6292992699275792,0.5548228000244141,0.6645179092955961,3.36347707049966,2.49905597535934,0.0995538398003471,0.148750518921295,0.742997773725896,17.0,1.19298245614035,mam,214.95,3.39841897233202,son,Siliciclastic sedimentary rocks,0.653422514096553,Carbonate sedimentary rocks,0.218157715931334,0.218157715931334,0.1651,-14.1648,1.21023702242715,0.35981723587233,1.70438134279501,0.518890696452234,2.07378631355448,0.113284196107451,4.19732470192991,11.0,2.41758241758242,90.35,15.3135593220339,0.0,171.85,2,"SO. BRANCH POTOMAC RIVER NR PETERSBURG, WV",0.950409996095275,0.943515069981119,0.445370004171872,1.36167458773623,0.388659076594702,36.4816877061335,42.4483707789323,16.6809577710109,0.0,0.0,2.87343839357392,38.99122,-79.17587,836.38,75.86214,1684.55,1686.61,0.9336,4.7781702164762,4.19856691409865,0.868890746256199,0.489592692963541,0.939353305385887,    Deciduous Broadleaf Forest,0.18939353305384,1.96967665269279,0.3822843822843822,-0.028534825753692816
7,1664000,0.6947574691167621,0.7028741622104325,0.6244577390152621,0.7346947964869661,0.6625479761676273,0.7138449155732581,0.6687751512719553,0.7232868232082141,0.70860993641863,0.6676662579132147,0.6786338958942306,0.730314752435983,0.7456205440750354,0.6410972589783007,0.7101214400913892,0.7145258735959741,0.664035370181135,0.6632539190130438,0.7540241393126002,0.6134619027248034,0.5560412548050484,0.6803887085280478,0.6738213950557925,0.6273142236183802,0.6488316979067755,0.5360738686422203,0.6597288608410294,3.14902806297057,2.57200380561259,0.174188172204434,0.0827964257846037,0.816761157468489,22.25,1.2027027027027,son,255.55,4.45209059233449,son,Metamorphics,0.526435602877036,Acid plutonic rocks,0.205444346041605,0.0005262202397876,0.036,-13.969,1.11583272913522,0.354341945140566,1.74536114975795,0.565654912609262,1.62412645964061,0.0597506456828321,3.28933401488648,5.9,1.57333333333333,70.65,13.3301886792453,0.0,170.0,2,"RAPPAHANNOCK RIVER AT REMINGTON, VA",1.04997934737712,1.30429777832438,0.445798410326273,1.20194558032513,0.572554862649007,36.1754662003161,42.739264347264,21.1687234304842,0.0,0.0,0.0,38.53068,-77.8136,216.1,30.32647,1605.1,1604.64,0.7519,4.43835402647343,3.83843969675652,0.854354475631049,0.473973206074874,0.542241246484979,    cropland/natural vegetation mosaic,0.184577587535132,1.72887937675731,0.006993006993006993,-0.07029973010149992
8,1667500,0.6743774376398656,0.6052461604128844,0.6498518413031809,0.7129697338700249,0.600854339107056,0.70824661351457,0.5818816612854256,0.6044652412142673,0.7427488994442524,0.7343787133377191,0.70947429934561,0.674156369059066,0.4401381670117388,0.6842319174762699,0.4524408630770316,0.6022390865145085,0.6799475437142108,0.6579379956565589,0.6508773407936905,0.7680543811476352,0.6147746154796354,0.7444362835456222,0.7477870916736804,0.5470248488344368,0.6263958497874783,0.5328870984481389,0.6174545615088198,3.20798220396988,2.68815648186174,0.178906478344439,0.0788117934771709,0.837958664027232,21.9,1.23033707865169,son,255.3,4.46328671328671,son,Metamorphics,0.342850107287653,Siliciclastic sedimentary rocks,0.308524043821612,0.0018122148538136,0.0758,-14.1348,1.15865425131296,0.361178515853087,1.57091124918925,0.56394201768127,1.98514539903802,0.11729810427099,3.39355549942622,5.75,1.47435897435897,59.45,11.656862745098,0.0,168.0,2,"RAPIDAN RIVER NEAR CULPEPER, VA",1.06703296703297,1.30094356609608,0.451875619542419,1.03923725680094,0.563297926546245,30.7700365064613,44.5450379289049,21.8030801411582,0.0,0.0,2.63508639972029,38.35041,-77.975,193.47,23.44026,1209.75,1210.75,0.8033,4.11269399385096,3.4665615831167,0.83288555369401,0.443615626785547,0.681016911566322,    cropland/natural vegetation mosaic,0.183189830884314,1.6594915442166,0.959129759129759,-0.02452559633668472
9,2016000,0.8077329843468171,0.8128835730114332,0.8024908494196312,0.792310664253406,0.8127392007868907,0.8179061443388908,0.8240131075402173,0.8032478991892563,0.8002091699522078,0.7987902524158829,0.8126474362977842,0.808660079749151,0.7578005470981015,0.8331455183937863,0.8198235465370448,0.8353275872515741,0.8002444265256625,0.8167281790751598,0.8313386994609856,0.8033832351152609,0.7941994366959505,0.7964496637582152,0.8053311796027031,0.8249865811873001,0.7884412825266324,0.8213863830614125,0.7857490334095756,3.14481451060917,2.57381968514716,0.100530522771781,0.102077363429123,0.818432908034564,21.55,1.21067415730337,mam,243.8,4.07692307692308,son,Siliciclastic sedimentary rocks,0.74776708258271,Mixed sedimentary rocks,0.251907256519417,0.0003093706079916,0.1715,-15.2353,1.15571291620652,0.367497959675417,1.50172248861865,0.49776856329352,1.79524111453413,0.161801069941279,3.84635961202179,12.3,1.95238095238095,74.85,15.2755102040816,0.0,170.3,2,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA",1.01385809312639,0.884824261732569,0.437259278365103,1.64019378630426,0.379562056400789,43.3410444685166,39.8783493312,16.7471310529829,0.0,0.0,0.0,37.7918,-79.75949,645.04,66.42056,1194.55,1194.92,0.9317,5.08865611310359,4.38544116609582,0.883890083471318,0.459359315461342,0.970437566611511,    Deciduous Broadleaf Forest,0.190864348489429,2.00013271960562,0.5053613053613053,-0.0052421349271858375
