basin_id,NSE_CNN_Transformer_135,NSE_CNN_LSTM_135,NSE_LSTM_135,NSE_CNN_Transformer_5_19196745_135,NSE_CNN_Transformer_7_19196745_135,NSE_CNN_Transformer_4_19196745_135,NSE_CNN_Transformer_8_19196745_135,NSE_CNN_Transformer_1_19196745_135,NSE_CNN_Transformer_2_19196745_135,NSE_CNN_Transformer_6_19196745_135,NSE_CNN_Transformer_3_19196745_135,NSE_CNN_LSTM_2_19196063_135,NSE_CNN_LSTM_8_19196063_135,NSE_CNN_LSTM_4_19196063_135,NSE_CNN_LSTM_7_19196063_135,NSE_CNN_LSTM_6_19196063_135,NSE_CNN_LSTM_1_19196063_135,NSE_CNN_LSTM_3_19196063_135,NSE_CNN_LSTM_5_19196063_135,NSE_LSTM_5_19196755_135,NSE_LSTM_2_19196755_135,NSE_LSTM_1_19196755_135,NSE_LSTM_3_19196755_135,NSE_LSTM_6_19196755_135,NSE_LSTM_8_19196755_135,NSE_LSTM_7_19196755_135,NSE_LSTM_4_19196755_135,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,huc_02,gauge_name,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99
01013500,0.8154775939449128,0.8906028069224501,0.9043867550024017,0.8032978995471407,0.8367032291086776,0.7799518881991572,0.8243659988350676,0.7814819692515018,0.81365131715149,0.8488699882871991,0.8354984611790689,0.9040094368225875,0.9203690341264538,0.9268976719332389,0.892076340685755,0.887330384241716,0.8683943819219787,0.831488588320002,0.8942566173278691,0.9000802333645417,0.9113137610369862,0.8932997127186525,0.9234574962011122,0.882122729428162,0.9102986437557374,0.9023232391460789,0.9121982243679427,3.12667898699521,1.97155451060917,0.187940258706929,0.313440357191799,0.63055865946247,12.95,1.34895833333333,son,202.2,3.4271186440678,mam,Siliciclastic sedimentary rocks,0.815904446815535,Basic volcanic rocks,0.179729452382194,0.0,0.1714,-14.7019,1.69915450753356,0.543437466590222,1.52821853538976,0.585225955779508,1.84532416164806,0.241106126475711,6.37302139711473,6.1,8.71428571428571,41.35,20.1707317073171,0.0,207.25,1,"Fish River near Fort Kent, Maine",7.40476190476191,1.24840792462702,0.461148751156712,1.10652247617283,0.558054827184396,27.8418272885233,55.1569400320784,16.2757317233653,5.37669779045723,0.40871676450827,0.0,47.23739,-68.58264,250.31,21.64152,2252.7,2303.95,0.9063,4.1673039455613,3.34073185949204,0.804567420071824,0.37164816263051,0.883451918625571,    Mixed Forests,,
01030500,0.829914703562384,0.8236793972076343,0.7725368247985586,0.8156787934141911,0.825344898117809,0.8374265928702569,0.8510634515269114,0.8086978998735033,0.8407972999607538,0.8174248566869798,0.8428838360486675,0.8261948699989856,0.8638818347660684,0.8524890896132962,0.8324833788418897,0.807766856018473,0.7947372637482837,0.7863708483954639,0.8255110362786137,0.7330234074427446,0.8187974959675264,0.7213353403283395,0.7792958877518702,0.7461054156603488,0.7837481083211857,0.8236092850447787,0.7743796578716743,3.2744052019165,2.04359356605065,0.0473581892739792,0.27701840295357,0.624111385131731,17.15,1.20774647887324,son,215.6,3.51426242868786,djf,Siliciclastic sedimentary rocks,0.573305400935238,Metamorphics,0.287010005606611,0.0521400935487284,0.1178,-14.4918,1.82010754402741,0.555858982560286,1.87111040605632,0.508440712580478,1.37750520315631,0.107149196809004,6.85488650393008,12.25,7.20588235294118,89.25,19.4021739130435,0.0,184.9,1,"Mattawamkeag River near Mattawamkeag, Maine",19.0114143920596,1.46136319457164,0.459090984473127,1.28980734614748,0.653019780703995,32.2354584281651,51.7791822486715,14.7768237774889,1.63434486166016,1.33027758793988,0.0220161021434411,45.50097,-68.30596,143.8,12.79195,3676.17,3676.09,0.8782,4.68519971859885,3.66554296378545,0.858502041122509,0.35139338964903,0.975257985818668,    Mixed Forests,,
01144000,0.7340226724486619,0.7830958839478872,0.76236415874171,0.7462674311532134,0.6999307682680611,0.7485317891039815,0.7681490916638626,0.6817410552036716,0.7122751360332171,0.7688545828699078,0.7464315252933806,0.790192161703691,0.7885637623030088,0.8099149133092933,0.7757545271158681,0.796334193659095,0.7482090749508744,0.7392737949819581,0.8165246435593093,0.735828527690605,0.8079311073480895,0.7090078175684851,0.7839123748969259,0.7158963662034615,0.7763943013161336,0.7839689841677067,0.7859737907422722,3.42085968514716,2.15774034223135,0.191150163759349,0.248466348504845,0.630759674709817,19.05,1.13392857142857,jja,225.15,3.3159057437408,mam,Metamorphics,0.663469277959176,Carbonate sedimentary rocks,0.323706719607693,0.323706719607693,0.0273,-13.3802,1.85875508846547,0.543359055776503,1.51948227493782,0.562748926856317,1.7290262095036,0.237791661970178,5.98305687416918,5.8,1.8125,42.0,10.1204819277108,0.0,181.5,1,"WHITE RIVER AT WEST HARTFORD, VT",2.10679945054945,1.34878670352828,0.436028932200058,1.87662441419059,0.566679605826184,44.9595193026269,41.2575310065033,13.0823952320539,0.0,0.0,0.532835430016436,43.71424,-72.41815,459.8,60.29261,1790.24,1780.65,0.9813,5.16403445079923,4.4950812735625,0.89722156778609,0.492946826571639,0.731155976555125,    Deciduous Broadleaf Forest,0.196029823450306,1.97766994993881
01543500,0.7268412602032099,0.7236055412729607,0.7074169686134124,0.7256727166286973,0.6927212443059554,0.7093509042476265,0.7540833494264407,0.717133499183209,0.7177321583569247,0.732237642189488,0.7657985672873385,0.7250427705403307,0.7259836176095549,0.7432219951944328,0.7304936504415249,0.7273411818394329,0.7129353763492747,0.6841463102577328,0.7396794279514016,0.723636217781929,0.7322449500635582,0.7146786841433148,0.7004009837149485,0.6680241624766246,0.6657067872659821,0.7115371454907451,0.7431068179701971,3.40892950034223,2.2839264476386,0.17043837870638,0.181653610941671,0.669983479391203,17.1,1.0926517571885,jja,210.65,3.02223816355811,son,Siliciclastic sedimentary rocks,1.0,,0.0,0.0,0.2146,-14.3537,1.63054821091537,0.478316788526037,1.79669094630527,0.482957364176171,2.05031436983567,0.0619121498260637,5.67940787737757,8.45,2.13924050632911,89.8,15.7543859649123,0.0,163.75,2,"Sinnemahoning Creek at Sinnemahoning, PA",1.02002145155524,1.45589777697631,0.448123662955262,1.35318826389979,0.635270958656151,35.5933999168277,47.2992408538476,17.1181328725411,0.0,0.0,0.0,41.31728,-78.10306,547.44,31.28232,1778.26,1778.96,0.9878,5.1234237427107,4.57016349068812,0.894548372499437,0.524107205458267,0.99501174355862,    Deciduous Broadleaf Forest,0.189950117435563,1.99750587177912
01548500,0.8078516547452825,0.7860867932520601,0.761735986545275,0.8277502082906866,0.7823784130966446,0.7993345667550987,0.799233665601457,0.8164967595240539,0.7828607206855621,0.8222164480841173,0.8325424559246395,0.7785192549965445,0.7856337567736277,0.7807157730523719,0.782238254748397,0.7906301471707311,0.7904823157462904,0.7964463607220615,0.7840284828064568,0.7674049465290487,0.8004818817721825,0.7804437413667602,0.7638534316868749,0.6762365060598569,0.7585651353798036,0.7853433786997632,0.761558870867909,3.15334565366188,2.27178221765914,0.179163892505052,0.202088630482319,0.720435520609989,18.1,1.12074303405573,jja,221.0,3.17757009345794,son,Siliciclastic sedimentary rocks,1.0,,0.0,0.0,0.2004,-14.8083,1.43544359605518,0.455212892499828,1.72819889426657,0.494162982650303,1.10720797436017,0.0848496062808742,5.01241192659239,8.9,2.50704225352113,88.7,16.4259259259259,0.0,162.2,2,"Pine Creek at Cedar Run, PA",1.02956662616444,1.33911099166599,0.455161394937659,1.22172520254708,0.571262014211426,29.4829323471052,50.4513237517423,14.6721930313455,0.0,0.0,5.47929869957453,41.52174,-77.44748,546.71,39.14167,1557.05,1557.98,0.9866,4.78009863302879,4.23528190042025,0.876758810038773,0.508506796279639,0.86238249316826,    Deciduous Broadleaf Forest,0.188623824931664,1.93119124658398
01552000,0.707995871604803,0.6115304886282016,0.5937565614243473,0.6991003272611443,0.7093693598594297,0.7198572971205619,0.7132896015519821,0.6960863123643831,0.7155161694032028,0.7070271543387335,0.7037207509389862,0.5802551898213784,0.6031479903651069,0.6017686411988793,0.5797589493755743,0.6291736496027573,0.6376795263416003,0.6485319943786109,0.6119279679417049,0.6115149876534473,0.6187011236206368,0.5912833970539435,0.5776963003994966,0.5435598588257748,0.5455453330429663,0.6183716938369402,0.6433797969615727,3.47699794661191,2.31166417522245,0.153983558785624,0.17305912288721,0.664844849124805,18.55,1.17034700315457,son,224.9,3.40757575757576,son,Siliciclastic sedimentary rocks,1.0,,0.0,0.0,0.2093,-14.4365,1.71924967115064,0.494463815495184,1.6708611448027,0.51054949836829,1.21432539065678,0.110470524593391,5.45854356814401,6.35,1.71621621621622,67.15,13.2970297029703,0.0,150.15,2,"Loyalsock Creek at Loyalsockville, PA",3.89556428972487,1.45498701460431,0.45126146279684,1.33282134068244,0.628217324546618,33.4436347776731,50.0495184257044,15.4181241654977,0.0,0.0,1.17133395519173,41.32508,-76.91246,461.43,37.27533,1129.49,1129.55,0.9911,4.96915477942079,4.3762242388389,0.885104673046246,0.486873809555214,0.945647482034736,    Deciduous Broadleaf Forest,0.189456474820332,1.97282374101724
01606500,0.6401931287748218,0.6193738436390244,0.6269731587316113,0.6398755131509204,0.6163409247331366,0.6283904620475428,0.6393161282342618,0.6260003694663312,0.6527454464196614,0.642468172282223,0.6764080138644974,0.6089856063892125,0.5759905372689433,0.6076800034287213,0.5715315691847787,0.6574834704445893,0.6824332462097371,0.6364812777947206,0.6144050383914927,0.6389788609645378,0.6500582321236886,0.6193827705331201,0.6066171414855475,0.5931604178828054,0.6128421592234466,0.6423346679208741,0.6524110197188699,3.36347707049966,2.49905597535934,0.0995538398003471,0.148750518921295,0.742997773725896,17.0,1.19298245614035,mam,214.95,3.39841897233202,son,Siliciclastic sedimentary rocks,0.653422514096553,Carbonate sedimentary rocks,0.218157715931334,0.218157715931334,0.1651,-14.1648,1.21023702242715,0.35981723587233,1.70438134279501,0.518890696452234,2.07378631355448,0.113284196107451,4.19732470192991,11.0,2.41758241758242,90.35,15.3135593220339,0.0,171.85,2,"SO. BRANCH POTOMAC RIVER NR PETERSBURG, WV",0.950409996095275,0.943515069981119,0.445370004171872,1.36167458773623,0.388659076594702,36.4816877061335,42.4483707789323,16.6809577710109,0.0,0.0,2.87343839357392,38.99122,-79.17587,836.38,75.86214,1684.55,1686.61,0.9336,4.7781702164762,4.19856691409865,0.868890746256199,0.489592692963541,0.939353305385887,    Deciduous Broadleaf Forest,0.18939353305384,1.96967665269279
01664000,0.6738577473349266,0.7295735936826689,0.7339878237156022,0.6492449431084644,0.6318305051297061,0.6810072553306802,0.6760739684620387,0.6997218857519529,0.6553788924254642,0.702150517539998,0.6954540109311079,0.745431916498612,0.7072842661147402,0.7247056174203106,0.7186560940100215,0.7603037588524604,0.7588024752878881,0.7040930292417702,0.717311592035548,0.7143149158183255,0.743227619932528,0.7366464788130265,0.7390095058904931,0.7032741062709844,0.7626857275880002,0.7528682635461427,0.7198759718653182,3.14902806297057,2.57200380561259,0.174188172204434,0.0827964257846037,0.816761157468489,22.25,1.2027027027027,son,255.55,4.45209059233449,son,Metamorphics,0.526435602877036,Acid plutonic rocks,0.205444346041605,0.0005262202397876,0.036,-13.969,1.11583272913522,0.354341945140566,1.74536114975795,0.565654912609262,1.62412645964061,0.0597506456828321,3.28933401488648,5.9,1.57333333333333,70.65,13.3301886792453,0.0,170.0,2,"RAPPAHANNOCK RIVER AT REMINGTON, VA",1.04997934737712,1.30429777832438,0.445798410326273,1.20194558032513,0.572554862649007,36.1754662003161,42.739264347264,21.1687234304842,0.0,0.0,0.0,38.53068,-77.8136,216.1,30.32647,1605.1,1604.64,0.7519,4.43835402647343,3.83843969675652,0.854354475631049,0.473973206074874,0.542241246484979,    cropland/natural vegetation mosaic,0.184577587535132,1.72887937675731
01667500,0.6152910090815554,0.7774896220917369,0.7717763997483369,0.6068584077830983,0.615028822304897,0.6152970778393252,0.6009725816994063,0.6216907151133557,0.6170402288829435,0.6314102765986661,0.6140299624307515,0.7456831943612169,0.7919386969600164,0.7375734817959274,0.7860218549603167,0.7943797729810391,0.7963286662572816,0.7929260842469106,0.7750652251711873,0.773328988984985,0.7694526306556174,0.7835001308159018,0.7407647237019084,0.7909493917486482,0.7397998265786733,0.8010371579343086,0.7753783475666522,3.20798220396988,2.68815648186174,0.178906478344439,0.0788117934771709,0.837958664027232,21.9,1.23033707865169,son,255.3,4.46328671328671,son,Metamorphics,0.342850107287653,Siliciclastic sedimentary rocks,0.308524043821612,0.0018122148538136,0.0758,-14.1348,1.15865425131296,0.361178515853087,1.57091124918925,0.56394201768127,1.98514539903802,0.11729810427099,3.39355549942622,5.75,1.47435897435897,59.45,11.656862745098,0.0,168.0,2,"RAPIDAN RIVER NEAR CULPEPER, VA",1.06703296703297,1.30094356609608,0.451875619542419,1.03923725680094,0.563297926546245,30.7700365064613,44.5450379289049,21.8030801411582,0.0,0.0,2.63508639972029,38.35041,-77.975,193.47,23.44026,1209.75,1210.75,0.8033,4.11269399385096,3.4665615831167,0.83288555369401,0.443615626785547,0.681016911566322,    cropland/natural vegetation mosaic,0.183189830884314,1.6594915442166
02016000,0.7826949326930362,0.7892899995122524,0.8061973777296649,0.7989125100406154,0.7608726885548354,0.7784850038982842,0.7908376814583711,0.8045457349510643,0.7787535768546907,0.7992833799805857,0.7498688858058419,0.7756275497204131,0.809565810998969,0.7937728708327578,0.7792250984926061,0.8051223058316697,0.8069127567011884,0.773919988378504,0.7701736151419104,0.8307056561115822,0.8255786593871738,0.8149971241374272,0.7943928359532902,0.7921727102275683,0.7768613090827081,0.8167622567899873,0.7981084701475827,3.14481451060917,2.57381968514716,0.100530522771781,0.102077363429123,0.818432908034564,21.55,1.21067415730337,mam,243.8,4.07692307692308,son,Siliciclastic sedimentary rocks,0.74776708258271,Mixed sedimentary rocks,0.251907256519417,0.0003093706079916,0.1715,-15.2353,1.15571291620652,0.367497959675417,1.50172248861865,0.49776856329352,1.79524111453413,0.161801069941279,3.84635961202179,12.3,1.95238095238095,74.85,15.2755102040816,0.0,170.3,2,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA",1.01385809312639,0.884824261732569,0.437259278365103,1.64019378630426,0.379562056400789,43.3410444685166,39.8783493312,16.7471310529829,0.0,0.0,0.0,37.7918,-79.75949,645.04,66.42056,1194.55,1194.92,0.9317,5.08865611310359,4.38544116609582,0.883890083471318,0.459359315461342,0.970437566611511,    Deciduous Broadleaf Forest,0.190864348489429,2.00013271960562
02051500,0.7722547972172169,0.7194297206876284,0.7298289733388226,0.7817376294904105,0.7831425848822284,0.7759737414226078,0.7614717800784446,0.7748414039478718,0.7768908371229262,0.74973114527055,0.774249255522696,0.7214322778356834,0.7214854830383365,0.6958146928277764,0.7399410262217414,0.751495907411859,0.6079182922036936,0.7659647832128053,0.7513853027491323,0.7652960343302729,0.6909062256726013,0.7714583075587531,0.6529455846844497,0.7149105320168077,0.746845068539947,0.7904316952376955,0.705838338670053,3.19027378507871,2.9769690349076,0.120039306078787,0.0525514965704711,0.933139045567573,23.25,1.15960099750623,jja,260.85,4.61273209549072,son,Metamorphics,0.581439835258042,Acid plutonic rocks,0.346672892466263,0.0,0.0114,-14.0727,0.820122283424975,0.257069561634736,1.50590977013149,0.469506284543678,1.27092546742948,0.0513731032655081,2.77414757633743,13.9,1.87837837837838,90.9,15.15,0.0,164.35,3,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",1.09669811320755,1.50000001490116,0.451511688872732,0.730584077248267,0.671515641963934,27.7843375984398,22.0416443910621,37.9312209121119,0.0,0.0,0.0,36.71681,-77.83166,113.4,6.85615,1428.71,1432.41,0.9081,4.9075760119925,3.67203923667903,0.854645475160068,0.32552022781499,0.616568024302389,    Mixed Forests,0.223064565707884,2.07848407449621
02108000,0.7537636709413364,0.7814940776245309,0.8001910936520871,0.8232683953648962,0.7170510178918732,0.7941684981247047,0.8275733563379066,0.6896509996965429,0.7656591794413247,0.6636975760750039,0.7490403445984406,0.7730891406696423,0.7815950914782929,0.7882548021667587,0.7934501460609298,0.7833584199310143,0.8093032568893559,0.7672788896214205,0.7556228741788338,0.7813436336282494,0.7611622560552428,0.830932526204178,0.7747508804322242,0.8322794939979764,0.754019705095138,0.7930582921570107,0.8739819616466763,3.81036824093087,3.20783753593429,0.275438917371904,0.0092819261110396,0.841870741382891,21.2,1.2887537993921,jja,261.05,4.77239488117002,son,Unconsolidated sediments,0.931107645694035,Carbonate sedimentary rocks,0.0688923543059651,0.0688923543059651,0.209,-12.9173,1.12554230043144,0.295389376895624,1.77108552796026,0.500014585289365,1.95289241009009,0.0452064956679379,3.66016730442476,8.65,5.76666666666667,92.7,16.1217391304348,0.0,175.45,3,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",29.437527593819,1.50000001490115,0.409908982925787,2.97238423822289,0.599144559153631,62.1613410504535,18.7036986740296,15.2189938778709,0.0,0.411204926884832,3.48781280630453,34.82889,-77.83222,31.61,3.14028,1569.48,1550.74,0.4232,2.63702849759526,1.98228425819537,0.718475186580843,0.315517396733031,0.644190679613565,    cropland/natural vegetation mosaic,0.178309709481884,1.56601938784585
